rating_text,rating,foodie_level_num,review_time_friendly,id,likes,review_text
Avoid!,1,2,one month ago,18929374,1,"Whatever it was, i cant call it a pizza. Low crust, hard chesse, very less toppings and sauce. Not suggested.. And not satisfied at all. Pai..."
Blah!,2,2,one month ago,18929374,1,Not recommended. Low quality pizzas. Opt for alternate pizza outlets if you can. I've ordered twice for home delivery. Was disappointed both...
Great!,4,2,19 days ago,18814533,0,"It is a good restaurant for south indian food but the management is not so good, they make little mistakes like i ordered breakfast combo to..."
Insane!,5,2,19 days ago,18814533,0,"As name (dosa plaza) suggests, it is nice place for different types of dosa to taste and eat. Enjoy the maharaja dosa specially. Others also..."
Avoid!,1,2,28 days ago,18814533,0,
Insane!,5,2,one month ago,18814533,0,enjoyed my marriage anniversaryat KATRA DOSA PLAZA......... The staff and the delightfulfood made it unforgettable for me and my wife..........
Insane!,5,2,one month ago,18814533,0,LOOKING TO CELEBRATE YOUR SPECIAL DAY WITH UNFORGETTABLE MOMENTS??????........DONT LOOK AND THERE JUST COME TO KATRA DOSA PLAZA................
Avoid!,1,2,16 days ago,18707672,1,"Worst biryani i have ever tasted in my life, quality was like 💩💩💩, learn something from Eaton. The packing was zero, there was no z..."
Great!,4,2,23 days ago,18707672,1,Thali was tasty ...loved the food but roti was too oily ...👍 Overall it was a nice experience with this restaurant....will reorder soon t...
Avoid!,1,2,25 days ago,18707672,0,batar paneer masala was very very bad. Nann was not good.online food mangana bekaar hai bhai isse badiya hotel me jaker hi kha lo wo sahi ra...
Avoid!,1,2,27 days ago,18707672,1,Do Not Order From This Restraunt The Food Is Avg Delivery time is too late it once taken 1 hour for my order to complete and on top of that ...
Avoid!,1,2,one month ago,18707672,0,"bhool se bhi na order kare...food poisoning ho sakti hai...maine biryani order kiya tha, it was smelling very bad...baasi lag rahi thi...poo..."
Insane!,5,3,19 days ago,2400421,0,It is a good place to spend time with your family and friends. Good drinks And sweets are available at reasonable prices. I like their packa...
Insane!,5,2,28 days ago,2400421,0,"This is one of my favourite places for anytime meal be it brunch, lunch or dinner. It has always been a wonderful experience here. The ambie..."
Great!,4,4,one month ago,2400421,0,"They serve best coffee, best snacks, best coolers in my area.. Place is crowded but that's fine as the cafe is in college area.. Pocket frie..."
Average,3,3,one month ago,2400421,0,"Dying for chocolate, hop into Kaffe Kona. There you will be introduced to jaw dropping pastries and hot chocolate. Nice place to spend your ..."
Great!,4,5,one month ago,2400421,0,Love this place.. service is good..not too far from my college which is a plus point❤️ Food is really nice.. Ambiance is beautiful Love ...
Insane!,5,2,13 days ago,18946634,1,My favourite.. fried rice and manchurian.. very delicious in cheap price. Very polite behaviour of staff. Once u come will never forget to t...
Insane!,5,2,13 days ago,18946634,1,"It's very delicious veg Manchurian & veg fried rice at very affordable & economical rate, I think everyone should be try to enjoy the food a..."
Avoid!,1,2,16 days ago,18946634,0,Blue spark Special Thali ke Name par Logo ko Bewakuf Banate ho greavy ekdam 3rd class paneer ki sabji ke satb kaddu ki greavy parathe ke nam...
Insane!,5,2,22 days ago,18946634,2,
Avoid!,1,2,23 days ago,18946634,0,I was hungry since I skipped my breakfast in the morning.. I ordered a thumbs up pet bottle and mattar panner combo which included 4 tawa ro...
Insane!,5,2,12 days ago,2400297,1,This is best for all 😁😁if you been here like Good hotel but not for families. But you packed it and enjoy at home while drinking cold ...
Insane!,5,8,3 months ago,2400297,2,"I don't think this place needs an introduction, Butter Chicken from Spicy Bite has no match with anyone in City and yes even Kali Mirch Chic..."
Great!,4,4,11 months ago,2400297,1,Been going there since the time it was on roadside next to big bazaar... If you like quality street food which doest put any kind of dent in...
Loved it!,4.5,4,"Feb 02, 2018",2400297,2,"This place is located in Indira Bhawan, Civil Lines, Allahabad. One of the best place to have chicken in Allahabad. Must give a try. But not..."
Great!,4,2,"Feb 24, 2017",2400297,0,"Spicy bite is the very old open air restro,approx 400 fr two persons.highly recommended kaali mirch,biryani,buttr chikn wth rumali.....fully..."
Great!,4,4,18 days ago,2400321,0,I like the ambience...we have ordered masala dosa and hakka noodles...dosa was good..but noodles was not up to the mark..It was very simple ...
Insane!,5,3,20 days ago,2400321,0,"One of the few places in Allahabad to eat South Indian food, and it doesn't disappoint. Their Chinese Bhel is a must try. They also have Chi..."
Insane!,5,3,28 days ago,2400321,0,Love their dosa menu and the flavours are overwhelming. staff is great . I usually go their beside thinking dat the place is not dat too spa...
Average,3,4,one month ago,2400321,1,"There were a lot of variations to the traditionally made dosas. They were cut into what seemed like wraps, not really how a dosa should be s..."
Great!,4,5,one month ago,2400321,0,This place serves amazing variety of authentic and fusion dosa . It's a pure vegetarian and other than south Indian dishes they also have No...
Great!,4,9,4 months ago,2400337,2,"Visited this restaurant on a weekday for dinner and suprisingly it was full, we waited for 15 minutes to grab a seat. Coming to the food we ..."
Blah!,2,2,4 months ago,2400337,0,"Had ordered cake . Excellent finish given it was theme based cake but very poor inside.No cream n no fruits ,just sugar syrup and stale brea..."
Blah!,2,2,4 months ago,2400337,0,"I would have given you four stars if instead of serving ""refurbished"" food you served fresh food . Otherwise , it is a good place for a sit-..."
Insane!,5,2,4 months ago,2400337,0,Updated menu of restaurant hope so u will give us ur valuable feedback n we will make sure that we improve our quality aur regarding any com...
Blah!,2,2,5 months ago,2400337,1,Ambience and surrounding is calm and sober and also has a good interior but thought its food quality is decreasing day by day they are servi...
Average,3,2,2 days ago,18707809,0,I am not satisfied for your service bcoz not different between chiken rosted and chiken fried.. don't make made people..not happy for chicke...
Insane!,5,2,21 days ago,18707809,1,They deliver me such a delicious food. The Handi chicken was fabulous. Prices are appreciable. I received the order within 20 minutes. It's ...
Avoid!,1,1,27 days ago,18707809,1,Worst food quality i have ever eaten in Prayagraj(Allahabad). More specifically they provide addle food. Worst experience ever. No one shoul...
Great!,4,2,one month ago,18707809,0,Quality and the taste of food here is awesome.Handi chicken is the best❤️ I'll suggest everyone out there to visit here once and taste t...
Great!,4,8,one month ago,18707809,2,This place is heaven for Nonveg lovers in Allahabad... Mutton masala is too awesome and even the chicken biryani is also fab.... I enjoyed h...
Blah!,2,2,one month ago,2400232,0,"I thought I should let the restaurant know that ""Souflé"" a French dessert is never frozen but always baked. Rather they should name it 'Cho..."
Insane!,5,7,3 months ago,2400232,1,"Just the finest dine in Allahabad, with a prime location and grand decor the restaurant serves with delicious food and wonderful service. Th..."
Average,3,2,3 months ago,2400232,1,I have been there 3 times till now. Ambience is quite clean hygienic and kind of best in allahabad. Though it's little costly for what it se...
Great!,4,9,4 months ago,2400232,1,you must definitely try this once. It's mind-blowing Biryani along with the gravy dishes will surely impress you and your family. The ingred...
Average,3,9,5 months ago,2400232,5,"Relish is a restaurant within 4star hotel Legend. Though the hotel is fine and located on a very prime location, but there is nothing extra ..."
Insane!,5,3,19 days ago,2400602,0,My favorite place to have fun time with friends. As this place is good for their green environment and I like that cat very much. And I have...
Great!,4,2,one month ago,2400602,0,Chilli potato ✌ Chowmin 👍 Nice place to hangout with friends Pretty reasonable Had a good experience at every visit Service is pretty g...
Great!,4,5,2 months ago,2400602,0,Good ambience with decent hukka and satisfactory taste. Price of hukka is very low in comparison to others still better than most. I love th...
Average,3,9,4 months ago,2400602,2,Visited this restaurant after 2 years it was our favourite place in our college days to hang out. My favourite order is cold coffee with ice...
Great!,4,8,4 months ago,2400602,0,I admire this place as it's unique in arrangements and ambience. The open space looks attractive and has sections divided for sitting which ...
Insane!,5,8,20 days ago,2400579,0,Moti Mahal is one of my favorites food chains... Every time i found it better and my taste buds get amazed to be here... Ambience and Servic...
Great!,4,9,one month ago,2400579,3,"Decent ambience, scarlet colour though deep and dark yet soothes the eyes, trained and friendly staff, apt lighting and seating arrangement...."
Avoid!,1,2,4 months ago,2400579,0,I think it don't deserve even one rating .I had ordered fish curry.they just made foolish by putting two small or say smallest peices and ex...
Great!,4,8,4 months ago,2400579,0,The place looks quite attractive and the vibes are perfect. The food quality is awesome. The prices are a little high but then it's worth be...
Great!,4,3,5 months ago,2400579,0,"Very tasty food, ordered chicken lababdar, murg tikka masala and.murg musallam along with garlic naan. No two flavors were similar. Food was..."
Insane!,5,2,4 days ago,2400048,0,"My one of the favourite place in allahabad..the buffet is very good, a quite place with hospitable staff. The food is very delicious and you..."
Avoid!,1,3,5 months ago,2400048,5,"Probably the worst possible food served in a good ambience. Road side dhabas serve better food than the overpriced, bland and tasteless food..."
Insane!,5,3,6 months ago,2400048,0,Located at the heart of the city. Parking and valet facilities. Ambience was nice with live music and soft lights. Presentation of food was ...
Great!,4,4,7 months ago,2400048,1,I like the cake...simple garnishing is fine...taste was good...but the size is too small... It's like very flat n small... otherwise the cak...
Great!,4,8,9 months ago,2400048,1,Sweets here are amazing.. Service is also good. one thing you have to remember before going to this place is pre book it or you will find yo...
Average,3,2,19 days ago,18929450,0,"The food was good but the packing was poor. No disposable spoons, napkins or anything of that sort was provided. My Missi Roti's packing was..."
Average,3,7,27 days ago,18929450,7,We ordered dinner through zomato just to get rid of the mess food and it turned out to be okay... The chapatis weren't soft but the mushroom...
Avoid!,1,2,one month ago,18929450,0,This is the worst restaurant which I have ever seen on zomato. I had ordered chicken curry and chicken biryani from there. And there was so ...
Insane!,5,2,one month ago,18929450,0,Chat chatore ia good resturant i like very much and is food is very tasty and her service is very good when i order food he delivered shortl...
Avoid!,1,2,one month ago,18929450,0,Ordered food recently from here....the food was extremely low in quality...i had to dump it to the dustbin as it can't be consumed....worst ...
Insane!,5,2,15 hours ago,18811619,1,Good place for chaat lovers...especially sevpuri n dahipuri are awesome....north indian cuisine is also good..presentation is nice...must tr...
Insane!,5,2,6 days ago,18811619,1,Excellent theme with perfect presentation of food and service! The cuisine was so absolute. The pan gulukand drink was so mouth watering.The...
Great!,4,9,one month ago,18811619,2,"This place has got a really decent ambience with generous and active staff members..Famous for their chaats and other street delicacies, thi..."
Avoid!,1,2,2 months ago,18811619,1,Not sure about North Indian food but the rest what we ordered is pathetic. Service was not at all good. Food served was not hot. Prices are ...
Insane!,5,2,3 months ago,18811619,1,Its a mumbai based chain...located in civil lines prayagraj...menu is very good with great food n presentation..staff is polite..a must try ...
Great!,4,2,7 days ago,2400689,0,
Insane!,5,6,one month ago,2400689,0,"Next to the AG office, this roadside place serves hot and tasty food. Since I went here in February, even thr basic infrastructure on the fo..."
Avoid!,1,2,one month ago,2400689,0,Worst restaurant i have ever visited. These people doesn't even know how to talk with customers. Never place any order from this bhojnalaya.
Insane!,5,2,2 months ago,2400689,1,Wo my favorite place.... Best quality fabulous swad..... Tasty.... Best in all quality clean and sufficient space customer service is very g...
Great!,4,5,2 months ago,2400689,0,Totally pocket friendly restaurant. Food is brilliant here. It is a kind of dhaba with good quality of food. Paneer butter masala is quite f...
Avoid!,1,2,4 days ago,2400625,0,The food delivered was cold and no accessories like chatni and gravy in biryani..so do provide full meal as per ordered..so provide chatni o...
Average,3,2,4 days ago,2400625,0,My first order from vilayat cafe lounge and restro of chicken kadhai & bread butter and the quality of food was good need a little bit more ...
Average,3,2,9 days ago,2400625,1,Very nice food . But little spicy otherwise i gave 4 star but gud i like to order from vilayat cafe I like it. Order accepted very soon and ...
Blah!,2,2,22 days ago,2400625,0,Really bad taste like packaging and no souce or spoon provided . Disappointed. Hope zomoto will do something to ensure quality and presentat...
Avoid!,1,2,one month ago,2400625,1,I will give my feedback based on online delivery through zomato. I ordered chicken biriyani which were the worst period.  so never ever ord...
Blah!,2,2,11 days ago,18708529,1,Fraud h first time users ke liye free meal show krta h but jb delivery hoti h to free meal nhi dets h fraud h Balaji restaurant.Mujhe Mera f...
Great!,4,3,one month ago,18708529,2,I ordered idli and masala dosa...the packaging was superb...the idli was fluffy and tasty..the dosa was good too... however the taste of coc...
Average,3,3,one month ago,18708529,1,"I think you can go here for launch , I satisfied this resatarent and zomato voilet is very good .... I thik to improvement in food packing. ..."
Insane!,5,2,one month ago,18708529,1,Jhakkasss & Jabardast 👌👌 having good experience at balaji idli house which provides good food quality with good taste at affordable pr...
Insane!,5,2,one month ago,18708529,0,This thali of balaji idli house cost rs 210 Best in taste Best in quantity U will confuse what to eat and what to skip Best value for money ...
Avoid!,1,2,2 months ago,17960073,0,"So bad packing and taste is very very bad , in future i will not make any order from Ravisha its not worth of money Waste of money dont make..."
Great!,4,9,3 months ago,17960073,0,Lovely place to have dinner after a long day. The place is relatively empty during dinner but don’t let that fool you. Trust the reviews. ...
Great!,4,4,5 months ago,17960073,0,Ambience is very good the staff were also very polite and their food was way tasty very well maintained location is also a prime near Allaha...
Insane!,5,3,5 months ago,17960073,0,Best of the best place for food lovers. Though the name of the dishes are same but the flavors aren't. Chicken lababdar yummy Murg patiala y...
Great!,4,2,8 months ago,17960073,0,"Excellent food. Great presentation. Only drawback is service. The manager denied us taking big table, although we were 5 adults and 4 childr..."
Average,3,2,7 days ago,18974130,0,No offence but not up to mark I have ordered a veg pizza And at receiving time it was all cold and freezy and the toppings are also just for...
Insane!,5,9,19 days ago,18974130,0,The crispy taste of USPFC is the best one for place to hang out for delicious chicken n burger n pizza. Must visit place for non veg lovers ...
Insane!,5,5,23 days ago,18974130,0,"Fully satisfied with the taste and quality!! I love this place now..i will visit again and again and again...  I ordered cheese sandwiches, ..."
Great!,4,8,29 days ago,18974130,0,This place is super amazing and whole credit goes to the food they serve. I've been to this place quite a many times and I've tried so many ...
Insane!,5,5,one month ago,18974130,1,Wow!Just Amazing.. It's new & I've been here already 4 times with my friends.. It's so affordable..The service is quick..The atmosphere is g...
Great!,4,2,2 days ago,2400262,0,Like the food has a lot of variety Fresh food Overall good Handy quick food cravings Khandvi khaman must eat Sweets r ok too Do try would li...
Average,3,3,29 days ago,2400262,0,It's basically a dine out for Indian street food. Not a restaurant but a casual eating spot.  Attractions:  • fresh food (always) • amaz...
Average,3,8,one month ago,2400262,0,A prominent place and restaurant in katra area... I bought rasgullas and milk cake from this Shop.. Taste of the sweets were amazing. Ambien...
Insane!,5,3,one month ago,2400262,1,Very good and heigienic packing of this restaurant. I m happy with this. I placed lots of time order with this restaurant. Zomato is a good ...
Avoid!,1,2,5 months ago,2400262,0,denied to deliver at home. not happy no one ready to delivery in allahabd. but in this app showing home delivery option. i don't know why th...
