rating_text,rating,foodie_level_num,review_time_friendly,id,likes,review_text
Average,3,2,one month ago,2400233,0,Netram is one of the oldest street food cum sweet joint in allahabad (prayagraj) the sweets here are delicious. But for kachouri even it is ...
Insane!,5,13,one month ago,2400233,0,"You wanna have the best breakfast in town, Netram is the place!!! It will always be super crowded, so be ready to wait for a while!!! The pl..."
Average,3,6,one month ago,2400233,2,"I go here mainly for its kachori sabzi they serve with sweet boondi raita ,and chutney.🤤.which is really good.Apart from it they serve go..."
Great!,4,13,one month ago,2400233,2,UP is also quite known for its kachoris...variety of them...this li k outlet located in the streets of karta is the perfect spot for some tr...
Average,3,8,21 days ago,18708164,0,"Good Interior, Quiet and Comfortable Ambience, Rates is Acceptable for the food and services they are giving... I went here 3 times till now..."
Great!,4,5,one month ago,18708164,0,"Well done interior , comfy seating , good background music and scrumptious food , this place has these all .  Quite spacious , service need ..."
Insane!,5,5,one month ago,18708164,0,This place is quite good. Interior is quite good. Staff is also well behaved. I ordered Brewbakes pizza and veg and cheeze sandwich. Food wa...
Avoid!,1,2,one month ago,18708164,0,"This restraint doesn't deserve 1 star even. I found, insect in the burger after I ate it half inside the aloo tikki. Such unhygienic and wor..."
Great!,4,6,one month ago,18708164,5,Choco walnut brownie = 69₹ The name itself is so tempting and for your temptation ❤️❤️ @brewbakesallahabad1 has solution to it. Ov...
Insane!,5,2,11 days ago,18812187,0,I ordered paneer dosa and aloo paratha today via zomato. Was little skeptical about the taste as I never ordered anything from here before.....
Great!,4,2,13 days ago,18812187,0,Good food and good packaging also but they don't take order regularly. 1 time out of 10 their home delivering service available. If they acc...
Average,3,8,20 days ago,18812187,0,I asked for a home delivery from this restaurant.. Taste was quite average.. Quality and Quantity was good but the packing was not satisfact...
Great!,4,2,23 days ago,18812187,0,best taste in this price but surely needs to improve packaging. i have ordered aloo paratha and it was good experience and after offer code ...
Great!,4,3,29 days ago,18812187,1,"Its amazing to receive tasty food at such a cheaper price, I was amazed to see the quantity, no doubt it was good for the price. However the..."
Blah!,2,4,one month ago,2400148,1,This place was such a dissapointment for me ....... I really loved its ambience and was hoping expecting much more from them ....... food is...
Avoid!,1,2,one month ago,2400148,0,jusr had worst starters of my life......though this place is good for coffee yet i will not recommend it for snacks... delivert service was ...
Avoid!,1,2,2 months ago,2400148,0,Taste of the pizza is really bad and it is really hard I don't believe that such type of good place is so bad food .I will never order from ...
Avoid!,1,2,2 months ago,2400148,0,"The maggie was worst, this the pic of maggie where cheese is like glue..Do not order from here and maggie is worst..And burger was also not ..."
Great!,4,5,2 months ago,2400148,0,Nice ambience and good place to hangout with friends. Coffee is gud here. Couples can hangout here. Gentry is good here. Food is also good. ...
Insane!,5,2,one month ago,2400032,0,"One of the best restaurants of Allahabad. Everything I tried was delicious, I can definitely say you will love to visit again n again. Aweso..."
Avoid!,1,2,one month ago,2400032,0,"Bahut hi ghatiya Khana tha, customer Ke Sath khilwad karte hain aap log, itna ganda Khana maine Aaj tak nhi khaya, pata nhi aap log Kaise cu..."
Insane!,5,2,2 months ago,2400032,1,I ordered few times actually that's why I am writing this... Butter chicken and Handi chicken is just awesome... 2nd after ravisha continent...
Avoid!,1,2,2 months ago,2400032,1,Worst cheese garlic bread I have ever eaten.. and veg Franky was too spicy .. you should improve your dishes .. your dishes don't worth the ...
Great!,4,5,2 months ago,2400032,0,Place was really attractive with catchy decorations. Ambiance was pleasent. Staff was very good but service was slack. Food was okey . Price...
Average,3,5,yesterday,2400505,0,We had Grilled chicken sandwich and chicken burger.it was literally very tasty.Must try.. Chicken pizza was so-so and cold coffee was good i...
Great!,4,6,one month ago,2400505,0,"Its a good place to hang out with friends. Decent interiors good service, i like their grilled chicken sandwich and shakes.Maggi is really v..."
Great!,4,6,3 months ago,2400505,0,"I was recommended this place by my siblings and then when I was at home we decided to be there. Firstly, I found the place very small in are..."
Great!,4,6,3 months ago,2400505,3,I went to this place known as @coffeecallingallahabad . When it comes to giving importance to coffee ☕ in their name they have well put in...
Avoid!,1,2,3 months ago,2400505,0,The very bad experience I have odder the Maggi it seems to be the worst Magie I have ever eat butter Maggi seems to be have no butter just b...
Blah!,2,11,29 days ago,2400591,0,"Extremely loud music, very poor lighting, seating that you sink to uncomfortably, drinks that aren’t cold and expensive food all added up ..."
Great!,4,4,one month ago,2400591,1,"I've been to this place a few times and I think that given the fact that it is in a city where lounge and pub culture is just picking pace, ..."
Avoid!,1,2,one month ago,2400591,0,I have ordered 1 Chilli Panner pizza from Barcode through Zomato. The pizza delived was delivered in a foil paper. And it was damaged. Some ...
Great!,4,5,one month ago,2400591,0,"Prime location and Sexy ambience to get dizzy over drinks with friends. The have separate restaurant and bar place, so it is family-friendly..."
Insane!,5,2,one month ago,2400591,0,"Nice place along with nyc atmosphere and fooding 🤗 Place for youngsters to celebrate their day such as b'day along wid their gang,besides..."
Insane!,5,4,2 months ago,2400026,0,It is pure vegetarian restaurant... With its amazing infrastructure and best food quality it is the only restaurant in Dhoomanganj which peo...
Avoid!,1,2,4 months ago,2400026,3,Worst place for home delivery. Food was not fresh and quality was pathetic . Prices are very high and haven't expected this quality at such ...
Insane!,5,3,5 months ago,2400026,0,"Chota packet Bada dhamaka.. Must try burgers ND gulab jamun and soya keema.. superb taste and quality service,quick home delivery too.. need..."
Insane!,5,2,5 months ago,2400026,0,Very good quality awesome restaurant and food delivery is very good and situated at very good place transport nagar Allahabad like five star...
Insane!,5,2,6 months ago,2400026,0,I Lv it.... Bt home delivery isn't possible in Mandar mod. So plz start as soon as possible.. Bcz if u will not deliver than how can I order...
Great!,4,9,one month ago,2400005,0,This place has good variety of sweets dish and street food. I had dahi bhale and rasgulla here few days back and it was good in taste. Price...
Great!,4,4,2 months ago,2400005,0,"Serving good food and good sweets Have been their regular customer since I was a kid They have been serving same quality since.. All in all,..."
Average,3,4,3 months ago,2400005,0,I got a few items packed from kamdhenu.The food was good but they are charging 9% gst instead of 5%.This is unfair and they should charge ta...
Insane!,5,5,3 months ago,2400005,0,This is a heaven for sweet tooth specially in Allahabad.  We ordered Dahi Bhalla Ginger flavoured 👌🏻👌🏻👌🏻  Cost RS.50 for a...
Insane!,5,3,3 months ago,2400005,0,One of the famous and easy locating spots in Allahabad for snacks and sweets. You can try thier chena paie /panipuri and rabdi jalebi. Its a...
Avoid!,1,2,5 hours ago,2400443,0,"Staff is not corporative and not polite, when u order in restaurant they gave good quantity and at the same time when u order them online li..."
Avoid!,1,11,25 days ago,2400443,1,"On one of my early expeditions to find good non vegetarian food in Allahabad, I happened to visit 9280 with one of my friends. The place had..."
Blah!,2,3,one month ago,2400443,1,"Read through. Rant alert!  Attractions: •The chicken kebabs and the biryani are good. Not delicious, only good.  Turnoffs: • Pitifully b..."
Avoid!,1,2,2 months ago,2400443,1,"the quantity of food was bad they are miser in serving food ,like pieces of chicken in chicken curry are too small..i m completely unsatisfi..."
Great!,4,2,2 months ago,2400443,0,I ordered chicken Barra and chicken peshawari. Chicken Barra taste is good and mint chutney is awesome with that but little expensive 4 medi...
Great!,4,7,2 days ago,2400010,0,I visited this place on 4th March for an early dinner as we had to catch the train back to Delhi that evening.  Let's talk about the food. W...
Avoid!,1,2,5 days ago,2400010,0,Rubbish food....awful taste...nice interior and staff but what is the use if food is horrible ...very bad experience..would never come back....
Avoid!,1,3,5 days ago,2400010,0,"Had ordered Kadai Paneer, and Tandoori Rotis. The paneer was good, but the Rotis were pathetic. Burnt roti were delivered, felt like rubber...."
Great!,4,10,18 days ago,2400010,0,Good place for a quick meal in the mall. One of the best places to have a meal in the mall. Good food and good taste and superb service is a...
Insane!,5,5,one month ago,2400010,1,Cheers to the staff and service. This adds on to the deliocious food served here. This franchise had been satisfying you since 1920 and this...
Average,3,2,28 days ago,2400397,1,Food taste in home delivery is not at all good as compared to taste of food served on visiting the place may be food was not fresh it was di...
Insane!,5,2,one month ago,2400397,1,Good food and nice ambience. Must try Butter chicken and Dal Makhni with Laccha Paratha. Service is also decent enough. One of the best dest...
Insane!,5,5,one month ago,2400397,1,Lovely place for Dinner n Lunch... family restaurant n the Interior is beautiful 🥰❤️😍 I love this place.. Service is great.. Favor...
Great!,4,3,2 months ago,2400397,1,Nice and quite ambience. The rates are bit high and food taste could be improvised and could get better. Otherwise a nice place for family g...
Avoid!,1,2,2 months ago,2400397,1,Cutlery not given. Ordered for Non veg thali and non veg is limited to one small column only with no gravy at all. HATE IT. Don't feel like ...
Insane!,5,7,one month ago,2400105,12,"Have a craving for sweets and you happen to be in civil lines,then without a second thought enter Kamdhenu Sweets...a huge variety of sweets..."
Insane!,5,4,one month ago,2400105,1,"One of the Best Sweet Shop in Prayagraj, situated in the heart of CivilLInes. Yummy ..delicious really sweet sweets.. be it motichoor laddoo..."
Avoid!,1,2,one month ago,2400105,1,I ordered some dessert from here through zomato but he charged extra rate which he doesn't charge in his shop and also charged very high tax...
Insane!,5,2,2 months ago,2400105,1,"Kamdhenu sweets is very good.I orderd 1st time ras malai sweet,really this is very good and so tasty.I am so happy and thank u so much provi..."
Average,3,2,2 months ago,2400105,1,#Rasmali product really Good. I love it. Soooooooooooooo sweet this product and kamdhenu sweets is best Prayagraj. I really good and very ve...
Average,3,5,26 days ago,2400633,0,"Well arranged small place . Service was good . Courteous staff . Prices are little bit expensive. I had tried KitKat shake , butter scotch, ..."
Insane!,5,2,one month ago,2400633,0,It was a good experience at keventers. The place was clean and tidy. Service was also fast. Staff was also cooperative and location is also ...
Great!,4,6,one month ago,2400633,4,"Best and rich shakes ever that to economical , just go and grab yours ❤️❤️❤️ Follow our page Prayagrajfoodies on fb and insta fo..."
Great!,4,5,one month ago,2400633,0,It's a nice place but the space is very small.. It's more of a take-away type of place.. The menu is not that wide.. service is nice..prices...
Great!,4,9,2 months ago,2400633,2,"Undoubtedly one of the best place to visit for milkshake. Place is small but well arranged and aptly lit. Service is prompt, shakes price ra..."
Avoid!,1,2,19 days ago,2400172,0,Worst in taste and it's not upto mark ....I prefer don't order from this restro please ....and moreover its of useless taste ...no salt ...n...
Avoid!,1,2,21 days ago,2400172,0,I ordered paneer do pyaaza but they send shahi paneer this is very ridiculous and not fair thus is the first order from zomato i disappointe...
Insane!,5,2,one month ago,2400172,0,"Bliss tatse with Blissful rate .  jab kabhi bhi bhookh satayee , Sirf BLISS RESTRO hi yaad aayee😚😚😚  Thank you Bliss for Bliss food..."
Avoid!,1,2,one month ago,2400172,0,
Blah!,2,2,one month ago,2400172,0,Whenever ordered on zomato food quantity was very less and the taste is also not good compared to its own delivery or to eat there only the ...
Insane!,5,9,2 months ago,2400045,0,"Always super tasty food (over 100 kinds of dosas!! plus veg sizzlers, biriyanis, paneer tikka, etc!) And the dosas are served SO much faster..."
Insane!,5,5,2 months ago,2400045,0,Great place to visit❤️ so many types of dosas..& Really great service.. My favorites Include Mexican Dosa; Chinese Bhel; Spring roll Dos...
Great!,4,6,4 months ago,2400045,2,Oh my my ! Dosa plaza is my saviour when I am optionless about where to go to eat and trust me they serve the best Dosa in town . The variet...
Average,3,2,4 months ago,2400045,0,"This place has 100+ types of dosa's, out of which maharaja dosa with extra cheez and butter is the best over here. Its atmosphere is quiet g..."
Average,3,5,4 months ago,2400045,0,Dosa plaza is good for dosa lover.... Varieties of new dosa with too spices and sour available here.... If u want to try something new.... G...
Average,3,10,one month ago,2400053,0,"A small crowded restaurant which serves decent food at decent price. Tried their butter chicken, kadhai chicken and roomali roti. I liked al..."
Insane!,5,3,one month ago,2400053,0,One of the best place for nonveg lover. Mutton handi is one of the best food to order again and again. Visited this place most of the time w...
Insane!,5,2,one month ago,2400053,0,It's an awesome restaurant. Handi chicken is awesome. One of the best chickens are cooked here. My love for chicken is started from this par...
Avoid!,1,2,one month ago,2400053,0,Chicken Kali mirch is very good gay time restaurant. quantity and quality of chicken best . I like it . And taste bi achhi thi according to ...
Average,3,2,one month ago,2400053,0,"I ordered Butter chicken, flavor was OK but the thing anyone would dislike is, it was topped by nutralite instead of butter. Butter would ha..."
Great!,4,3,17 days ago,2400595,0,A place to satiate your taste buds. The ambience is 5 on 5. The food I tried was paneer 69 is was a deliciosa. The tandoori chapati was pret...
Avoid!,1,3,one month ago,2400595,1,Totally unsatisfied this ratoraent very poor condition and disappointed me as well as nit imaging. I never go for book again this rataurent.
Avoid!,1,2,one month ago,2400595,0,Very wrost place Taste of food is very dirty No hygienic atmosphere Toilet ki smell poore restaurant me aati hai Inka food fresh nhi hota ha...
Great!,4,2,one month ago,2400595,1,I for the first time ordered from this restaurant. The food was really delicious. We loved it. And we aspiring to order from this restaurant...
Blah!,2,2,one month ago,2400595,1,Good food Good ambience. A vegetarian place for food lovers...... I loved the ambience here.... Cost of food is high but yeah quality is goo...
Avoid!,1,2,11 days ago,2400074,0,Ordered chole bhature through online. Got a piece of iron particle in chole😶.. It usually doesn't happen as I am a regular customer of th...
Insane!,5,2,21 days ago,2400074,0,If you love food and also u want to enjoy eating in a budget with great great quality and very good facilties this is the best place for you...
Average,3,2,one month ago,2400074,0,"A good dhaba cum restaurant in the heart of civil lines. Food is good, prices not very high even for being in civil lines. But first they do..."
Insane!,5,2,one month ago,2400074,0,"Great food , less price , what else is required from a good restaurant. Online ordering is even more beneficial since it gets offers as well..."
Avoid!,1,2,one month ago,2400074,0,Paneer dosa is not good.  Paneer dosa is good but the making process is old and taste b thik h. I have pointed 2 marks out of 5. But paneer ...
Average,3,5,11 days ago,18962044,0,"Simple place with average ambience. Nothing special with their taste. Food was okey. I had tried chicken handi ,Shami kabab, chicken roasted..."
Avoid!,1,2,12 days ago,18962044,0,Blkl ni psnd aya yha yha pe ghatiya tha butter chicken Kali mirch chicken hi sahi tha isse acha to service bi ni achi aur na lighting waste ...
Blah!,2,4,19 days ago,18962044,0,Had gone there expecting the same taste and quality as the original road side joint near Rambagh. Was thoroughly disappointed. The star attr...
Insane!,5,2,7 days ago,2400713,0,First of all. They have great menu. A lot of choices. Second taste is very good. Third quantity is very good. Fourth they have a very good s...
Avoid!,1,2,21 days ago,2400713,0,This hotel owner is doing cheating. I ordered 3 aloo Parantha and 1 Gobhi parantha. But when I recieved tha order 2 parantha was missing. To...
Avoid!,1,2,28 days ago,2400713,0,Too bad food i will order a thali and his grave paneer will be rot please no one try by I will try 1st time on this restaurant and i will su...
Great!,4,8,one month ago,2400713,0,Sweet Shop with quick fast food is of yumm taste... Menu contains too many things for those how arrived here and that also at a pocket frien...
Great!,4,9,one month ago,2400713,0,"The Shop is famous for several varieties of good sweets for quite a long time. The sweets are tasty/delicious, I have tried chenna gilori,it..."
Great!,4,5,one month ago,2400566,1,"If you are craving for some yummy rolls then this place is for you !!!  They serve so many variety of rolls , both veg and non-veg . Beside ..."
Average,3,2,2 months ago,2400566,1,Very bad place as rolls are really expensive and not that great. Competitors offer good rolls at cheap price. Dips are also for 30 rupees an...
Insane!,5,2,3 months ago,2400566,2,One of the best place to visit and the best ever rolles I have eaten.... awesome thanks rolles mania for your serving..Must try Bhuna and mu...
Great!,4,9,3 months ago,2400566,6,As the tagline says- let the good times roll. I decided to let it roll with the tasty rolls. Rolls mania serves both veg and non veg rolls a...
Great!,4,9,3 months ago,2400566,1,"While the usual chicken tastes the same, I love their popcorn chicken. Its packed with some yum spices that really tastes good.service is gr..."
Blah!,2,2,19 days ago,2400524,0,By the way place is good but it’s too costly specially drinks why to waste money where we can have 130 why we should waste 410 . place and...
Insane!,5,2,3 months ago,2400524,0,"Very nice place, good for party with friends, cooperate party and family gathering. Highly anticipated food taste and recommended to all my ..."
Avoid!,1,2,3 months ago,2400524,2,"Food was good but service was very poor. The place is not managed well, insufficient staff and it was chaotic. No body was listening to what..."
Insane!,5,2,3 months ago,2400524,1,Excellent Food. I never expected that I will be served with such delicious chicken. I ordered uttrakhand chicken and it fabulous. Keep it up...
Average,3,2,3 months ago,2400524,0,The restaurant is like just up to the mark. Service is quite slow but staff is polite and humble. Their hukah I must say is awesome but food...
Avoid!,1,2,4 days ago,2400497,0,Worst experience. Not recommended for anyone else. I will advise all the customers to make the payment after checking items of your order. Y...
Insane!,5,2,11 days ago,2400497,1,Nice food n fast service happy with restaurant n there facility every type of food is available here I advised people to go for it.food was ...
Insane!,5,2,22 days ago,2400497,0,tasty food ... deilvery is also good. must try .. i have ordr 2 times ans both the times food is good.. proper hygienic.. and the paneer rec...
Avoid!,1,2,23 days ago,2400497,0,"Food quality is very bad, not eatabal, total wast of many, I order special thali, overall thali I don't eat only one peace of braids, plz do..."
Insane!,5,3,26 days ago,2400497,1,"Tasty,fresh n budget friendly....love to order again. According to me best thali....and inki kheer to bahut tasty hoti h.Quantity of food b ..."
Avoid!,1,2,9 days ago,2400118,1,
Avoid!,1,2,one month ago,2400118,0,Chip quality. 2nd time magaya hai but bahut hi ganda test ... Tomato Ketchup bhi nhi diya gaya jaldi me bhut hi gatiya de diya gaya plz refu...
Average,3,2,one month ago,2400118,1,Food is tasty but not hot. ND packaging is also very bad. Even they not send a tissue. Plz improve your packaging. And always send a tissue ...
Avoid!,1,2,one month ago,2400118,0,Worst quality food half cooked and foul smell in food worst experience plzz zommato remove them from ur list because they are degarding ur n...
Avoid!,1,2,2 months ago,2400118,0,The burger that i ordered was not pack it was just wrapped with the silver foil no sauce nothing This is the worst way to give food to custo...
Insane!,5,4,18 days ago,18707597,0,We had been there for a lunch..n it was nice experience once again... Ordered nonveg sizzlers n it was delicious... others dishes was also y...
Insane!,5,2,one month ago,18707597,1,The taste of food in this restaurant is too good and yummy. Loved this place.. I will prefer to order from this restaurant again and again..
Avoid!,1,2,one month ago,18707597,0,Worst place in entire UP! double prices for all the stuff. Eg: coke cans of MRP 25 are sold at 49 here! Quality of food is also pathetic. I'...
Insane!,5,2,one month ago,18707597,0,"This restaurant is having great food which also fits in your budget, the taste of food is so authentic. There indish spcl biryani is mindblo..."
Avoid!,1,2,one month ago,18707597,0,"poor quality of food , i ordered last night a double cheez veg burger and a cold drink, burger was like 2 days old and smelly & cold drink w..."
Average,3,2,11 days ago,2400479,0,"Nice place to hangout,service can be improved as it used to be before Gaming zone adds another reason to visit the place if you are a fan !!"
Great!,4,5,one month ago,2400479,1,Ambience is too good. This is the perfect place to sip a cup of coffee for a football fan like me. Food is good. Service is average. Price i...
Average,3,9,3 months ago,2400479,3,"As the name suggests, it's a football based cafe. There's a separate cabin for smokers. They have foosball and PlayStation too. Place isn't ..."
Insane!,5,4,8 months ago,2400479,1,I just love the ambience of this place because I'm a football fan and the whole interior is based on football plus they provide playstation ...
Great!,4,2,"Mar 20, 2018",2400479,1,amazing place for football lovers great ambience service is good musssssst visiting place with ur frnds nd family... do read the false ceili...
Avoid!,1,2,2 months ago,2400006,2,"I ordered two full plates of biryani and they send two half plates of biryani to me and after complaint no assistance further , delivery boy..."
Avoid!,1,2,3 months ago,2400006,0,"Worst biryani i ever ate, khichadi is much better that. It's better to eat daal chawal instead of it, if u are a foody then try some other p..."
Average,3,2,4 months ago,2400006,0,Chicken biryani and tandoori chicken was good...but don't dare to try butter chicken and lachha prantha...worst butter chicken I ever had...
Great!,4,2,4 months ago,2400006,1,"Nice food, quick delivery , value for money, the taste of food was good, packing May be improved a bit but finally a nice junction to recomm..."
Insane!,5,2,4 months ago,2400006,4,"One of the best place to eat biryanis, rumalis, rolls and curries.. Limited menu but taste is upto the mark.. Best part is nature of the own..."
Insane!,5,2,yesterday,18892185,0,I returned to allahabad after a long time and m amazed to see that city holds such a nice place now. Well they have variety of shakes and i ...
Insane!,5,3,yesterday,18892185,0,Nice and amazing food and great service even not to forget the shakes they have one of largest variety of shakes and amazing taste not to fo...
Insane!,5,9,2 days ago,18892185,0,These outlet you must be thinking only too have shakes but it also has superb and yummiest food.I have ordered naughty fries n butter scotch...
Insane!,5,2,25 days ago,18892185,1,It's a cute little cafe and perfect for friends and couples. The staff is very polite and friendly and the food is exquisite. Must visit onc...
Insane!,5,2,28 days ago,18892185,1,"Friendly staff,amazing shakes and snacks.loved it..a must visit place in allahabad.service is quick as well..my personal favourite is bluebe..."
Great!,4,2,18 days ago,18753893,0,"Good place ,but unfriendly to your pockets. If you want good food here,have at least 500 bucks . The food is one of the best in Prayagraj. A..."
Great!,4,7,18 days ago,18753893,7,We walked into this place for dinner after a long amazing day and with a hungry stomach...the place starts dinner from 7 in the evening and ...
Avoid!,1,2,28 days ago,18753893,0,Not up to the mark food.. I received gulab jamun which was not eatable at all. Street food is better then this. Received paneer rice against...
Great!,4,2,one month ago,18753893,0,Your food is great 😋but some times your delivered for is very bad. So please be consistent on your food taste. Time management is also go...
Blah!,2,2,one month ago,18753893,1,I didn't get raita which was with veg biryani .I was highly dissatisfied with the restaurant service and packaging was also somehow bad.So I...
Great!,4,5,20 days ago,18783480,0,"Beautiful ambiance , with both indoor and outdoor seating areas . I love the whole glass wall thing in their ambiance.  Food is good in tast..."
Great!,4,2,one month ago,18783480,0,"Love the place, ambience and service is fast and good n clean ...... Just availability of them is less...I mean customer h to Thora presence..."
Great!,4,6,one month ago,18783480,0,This is simple place which has a open air sitting too.It is not very spacious but is decent enough. Interiors are very basic and bright.The ...
Insane!,5,3,2 months ago,18783480,0,Service Staff : very polite n proactive. Ready to suggest the better one Ambiance: Very refreshing. Decent enough to visit with friends as w...
Avoid!,1,2,3 months ago,18783480,0,Totally disappointed with Khana Khazana's food service ...I ordered vegetable pizza for three the vegetables were stale and half of the pizz...
Avoid!,1,2,9 hours ago,2400036,0,The food was smelling bad and vegetable is worst in future is will not order from this restaurant. Safe hi jvgghjjhghjbjh hjggvjjjjbgghgfghj...
Avoid!,1,2,2 days ago,2400036,1,"At butter chicken, the piece was just boiled and put in gravy and nothing else. It was tasteless so disappointing. While, gravy was tasty, b..."
Great!,4,2,one month ago,2400036,1,I ordeeed chiken biryani . It was good but i miss something it should be little spicy and must contain spicy gravy. But overall it was a goo...
Average,3,2,one month ago,2400036,0,Wrong food was served to me which cause food poisoning. Plzz serve me better food nxt time n i ordered American chaupsii bt chilli paneer wa...
Great!,4,2,2 months ago,2400036,0,good quality and very good home delivery service. I will recommend my ALL friends for order specially for the home delivery service it's too...
Great!,4,5,yesterday,18985346,1,Lovely Place to visit..Ambiance is really pretty and the look of the cafe is kind of vintage.. The service is so good and warm🙏 Food was ...
Average,3,6,4 days ago,18985346,1,This restaurant was really a big disappointment to me as i had really high hopes from this place .The food was not upto the mark. I ordered ...
Great!,4,8,17 days ago,18985346,1,The place is good and will be loved by the coffee addicts as here you get good coffee... I went here for the 1st time as it recently opened ...
Great!,4,5,17 days ago,18985346,1,Ambience of this Cafe is good but not soo attractive. Seating arrangement is good. And this place is very clean so no worries about the Hygi...
Insane!,5,9,20 days ago,18985346,1,"If you have eaten honey chilli potatoes, what really stands out is how crisp these potatoes are, in spite of being tossed in the sauce. They..."
Great!,4,3,one month ago,2400392,0,"Absolutely love there pepper paneer , crispy veg frankie with cheese Maggi to top it all over ❤️ . Best place for chit chat and to hang ..."
Average,3,5,one month ago,2400392,0,I like the place.. it's different there are games to play..good to hang out with ur friends❤️ Favorites: Shakes;coffee and sandwiches ar...
Average,3,9,one month ago,2400392,4,"I find Bean Here, Ashok Nagar outlet far better than Civil lines ones. The place is spacious and has better lighting but is mostly crowded. ..."
Average,3,5,one month ago,2400392,0,"This is located on the Ashok Nagar to the new Cantt Road. This houses is a gym also. it is good for coffee and snacks, though did not try th..."
Great!,4,6,3 months ago,2400392,3,I was really craving for food and wanted something to fill my tummy which has to be yummy and I must say the mini thali from @beanhererestro...
Avoid!,1,2,8 days ago,18924376,0,Very poor quality of biryani.... Stale pieces of chicken...not a full plate... It is less than a half plate... Disappointed with the quality...
Avoid!,1,2,9 days ago,18924376,0,
Insane!,5,2,10 days ago,18924376,1,"Zaika biryani ka provides Awesome biryani loved it.The taste ,chicken pieces.,quantity everything is absolutely perfect.When I prefer biryan..."
Great!,4,2,13 days ago,18924376,0,The taste and serving time was good. The only place I deducted 1 star is quantity. I believe the quantity of rice was somewhat less for 2 fu...
Insane!,5,2,13 days ago,18924376,1,Zaika biriyani ka is the best strument for order delivery and it has a great zaika in its food lovely I like that so much this this is amazi...
Insane!,5,3,4 days ago,2400310,0,"Yay, This place is the number one allahabad restaurant in civil lince- I have been a customer for 4 years now, and the food is always the be..."
Average,3,6,one month ago,2400310,0,I visited this place with a friend to have lunch. It was quite a good experience. The service was fine as well as the food. We ordered chick...
Average,3,8,one month ago,2400310,0,This place holds a unique ambience and a good service delivery. I have visited this place only once and I really liked their ancient kind of...
Great!,4,3,2 months ago,2400310,0,Have ordered chicken biriyani which was ok ok not so delicious because of lacking salt and spices the quantity of the biriyani was enough fo...
Insane!,5,8,2 months ago,2400310,1,This place is located at a nice place... Anyone can reach it easily... Food is Good Services are Good and if U are planning for a party this...
Average,3,4,one month ago,2400532,0,food here is good ...... price are not very high ...... but ambience and service is below average ...... we have to wait for a long time for...
Great!,4,9,2 months ago,2400532,0,The staff here treats their customers very well and the service here is top notch I like the food quality also here which is superb and amaz...
Insane!,5,2,2 months ago,2400532,1,Nice ambience nice and polite staff 1st when I visited the hotel it is was the first day of its opening so it was not so good but after expl...
Average,3,5,2 months ago,2400532,0,"Place is located at Medical Chauraha. Food is gud here. The order takes around 30-45 mins to come to the table. Staff is just ok , not very ..."
Great!,4,4,3 months ago,2400532,0,This place is very good.. pocket friendly too. Along with their restaurant their bakery is also great. They serve some really good cakes and...
Great!,4,5,29 days ago,2400289,0,I reached Allahabad today morning from New Delhi via Prayagraj express. As I reached I searched in Google best eatery joint nearby. In top s...
Insane!,5,3,one month ago,2400289,0,"I love the cold coffee, scrambled eggs are a delight. Best place to be for a quick breakfast. Egg sandwich are also good. All things related..."
Avoid!,1,2,one month ago,2400289,0,"Prior reviews misled us. We ordered for Dosa, Pakoda and Coffee for the family. None of it were like itself in the making as well with the t..."
Great!,4,5,2 months ago,2400289,0,Oldest and finest coffee house in prayagraj ☕️ great strong coffee tasty 😋 dosa 👍 great ambiance provide a place to discuss and ch...
Average,3,8,2 months ago,2400289,0,Oldest Coffee House of Allahabad...And a Political Place of every New Politicians.... As the name suggests.. This place is famous for its co...
Avoid!,1,2,19 days ago,2400039,0,I am upset with the taste of kadhai paneer I ordered from here that was my first and last order at this restaurant.....thing that hurt me mo...
Average,3,6,4 months ago,2400039,0,I have visited here many times with friends when we needed time to sit and chat for long hours because the service they provide is so damn s...
Insane!,5,5,5 months ago,2400039,0,One of the best place to have veg food in allahabad. I frequently visited this place in 2 years and I always loved their food. And I think i...
Well...,2.5,7,9 months ago,2400039,1,Had heard about this outlet so decided to try it out. The place was quite spacious though empty. With just two tables being occupied. Though...
Average,3,4,10 months ago,2400039,0,Food is average if you are a vegetarian. Non veg food is good. Service is not so great. There is nothing special about ambience. Not a place...
Great!,4,6,one month ago,18789245,0,This place is very luxe .The interiors are classy and is very spacious. The service is quick and prompt. The food is quality with quantity b...
Insane!,5,5,one month ago,18789245,0,I love this place so much🥰 Perfect for a great dining experience.. Service is ok but the food is awesome Ambience and interiora are so be...
Average,3,2,one month ago,18789245,0,Ambience was excellent. Starters are not good but main course is awesome. In main course paneer rogan josh is excellent. Service is good but...
Great!,4,8,2 months ago,18789245,1,One of the best restaurants of Allahabad for dining with family. It has not only a beautiful ambience but their diverse range of food would ...
Great!,4,8,2 months ago,18789245,1,Makkhan's serve a variety of food with mediocre price range. The food quality is outstanding and the service delivery is also good. The ambi...
Average,3,2,18 days ago,18929374,0,"Ordered online ""cheese burst pizza"" but disappointed as the crust is not seems cheese burst as we found in dominos. But delivery was quick.."
Avoid!,1,2,19 days ago,18929374,0,Worst app for online delivery. My order is not delivered and there is no responsible person of delivery. The delivery person was hungry so h...
Insane!,5,2,28 days ago,18929374,0,Very good quality of food you are surviving and thanku Zomato for delivering us . And Zomato delivery boys a so friendly in nature thanku fo...
