"srno","id","name","url","address","locality","city","city_id","latitude","longitude","locality_verbose","cuisines","average_cost_for_two","price_range","currency","aggregate_rating","rating_text","rating_color","votes","has_fake_reviews","has_online_delivery","is_table_reservation_supported","has_table_booking"
"256","18709825","Bhole Chature","https://www.zomato.com/varanasi/bhole-chature-2-sigra?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Lower Ground Floor, Urvashi Complex, Gandhi Nagar, Sigra, Varanasi","Sigra","Varanasi","39","25.3116599366","82.9889735207","Sigra, Varanasi","Fast Food, North Indian","300","2","Rs.","3.9","Good","9ACD32","149","0","1","0","0"
"257","3900089","Rahil Restaurant","https://www.zomato.com/varanasi/rahil-restaurant-sigra?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","D-53/118-R, Rathyatra Crossing, Rathyatra, Sigra, Varanasi","Sigra","Varanasi","39","25.3070674582","82.9922018945","Sigra, Varanasi","North Indian, South Indian","400","2","Rs.","3.9","Good","9ACD32","173","0","1","0","0"
"258","18709639","Biryani Headquarter","https://www.zomato.com/varanasi/biryani-headquarter-lanka?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Near Hyderabad Gate, Susuwahi, Lanka, Varanasi","Lanka","Varanasi","39","25.2616588772","82.9816514254","Lanka, Varanasi","Biryani","300","2","Rs.","3.5","Good","9ACD32","168","0","1","0","0"
"259","18602186","BSB Local","https://www.zomato.com/varanasi/bsb-local-mahmoorganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","D 64/29 F Bank Colony, Mahmoorganj, Varanasi","Mahmoorganj","Varanasi","39","25.3078918864","82.9831531271","Mahmoorganj, Varanasi","Chinese, Continental, North Indian","800","3","Rs.","3.8","Good","9ACD32","140","0","1","0","0"
"260","18593174","Ambrosia Restaurant","https://www.zomato.com/varanasi/ambrosia-restaurant-sunderpur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","SH 74, Rama Complex, Gokul Nagar, DLW Colony, Bhullanpur, Sunderpur, Varanasi","Sunderpur","Varanasi","39","25.2777981413","82.9671353102","Sunderpur, Varanasi","North Indian","500","3","Rs.","3.6","Good","9ACD32","93","0","1","0","0"
"261","18903318","The London Shakes & Cafe","https://www.zomato.com/varanasi/the-london-shakes-cafe-bhelupur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Satya Complex, Gurudham Chauraha Bhelupur road, Bhelupur, Varanasi","Bhelupur","Varanasi","39","25.2936510000","82.9998660000","Bhelupur, Varanasi","Italian, Beverages, Street Food","300","2","Rs.","3.8","Good","9ACD32","56","0","1","0","0"
"262","18823605","Nonsense Fast food","https://www.zomato.com/varanasi/nonsense-fast-food-bhelupur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Opposite Central Bank of India, Chetmani Chauraha, Bhelupur, Varanasi","Bhelupur","Varanasi","39","25.2962920000","83.0000950000","Bhelupur, Varanasi","Fast Food, Chinese","200","1","Rs.","4.2","Very Good","5BA829","163","0","1","0","0"
"263","3900227","Goli Vada Pav","https://www.zomato.com/varanasi/goli-vada-pav-lanka?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","B 65 Ravindrapuri Colony, Next to Keventers, Varanasi","Lanka","Varanasi","39","25.2919948925","83.0020040274","Lanka, Varanasi","Street Food","150","1","Rs.","3.8","Good","9ACD32","174","0","1","0","0"
"264","3900249","Ksheer Sagar","https://www.zomato.com/varanasi/ksheer-sagar-mahmoorganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Mahmoorganj Road, Near Virat Villa, Mahmoorganj, Varanasi","Mahmoorganj","Varanasi","39","25.3032786538","82.9758424312","Mahmoorganj, Varanasi","Mithai","500","3","Rs.","3.9","Good","9ACD32","93","0","0","0","0"
"265","18823884","Waah Mumbai!","https://www.zomato.com/varanasi/waah-mumbai-bhelupur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","64 B, Ravindrapuri, Near PMO Office, Bhelupur, Varanasi","Bhelupur","Varanasi","39","25.2922430000","83.0018970000","Bhelupur, Varanasi","Continental, Desserts","400","2","Rs.","4.0","Very Good","5BA829","117","0","1","0","0"
"266","3900039","Sri Annapurna","https://www.zomato.com/varanasi/sri-annapurna-jaitpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","J-12/16-A, Ramkatora Near Hotel Gautam, Jaitpura, Varanasi","Jaitpura","Varanasi","39","25.3247550607","83.0021998286","Jaitpura, Varanasi","North Indian, South Indian","700","3","Rs.","3.9","Good","9ACD32","174","0","1","0","0"
"267","18642576","Diamond Hotel","https://www.zomato.com/varanasi/diamond-hotel-bhelupur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","B 20/44, A-3, Bhelupur, Varanasi","Bhelupur","Varanasi","39","25.2980390000","83.0015450000","Bhelupur, Varanasi","North Indian, Continental, South Indian","1000","4","Rs.","4.2","Very Good","5BA829","73","0","1","0","0"
"268","18612383","Bhole Chature ","https://www.zomato.com/varanasi/bhole-chature-nadesar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Nadesar Palace Ground, Nadesar, Chaukaghat, Varanasi","Nadesar","Varanasi","39","25.3356251684","82.9853716493","Nadesar, Varanasi","Fast Food","300","2","Rs.","4.0","Very Good","5BA829","293","0","1","0","0"
"269","18813892","The Fooditch","https://www.zomato.com/varanasi/the-fooditch-bhelupur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","B 77, Lane 11, Ravindrapuri Colony, Bhelupur, Varanasi","Bhelupur","Varanasi","39","25.2912458379","83.0016268417","Bhelupur, Varanasi","North Indian, Fast Food","250","2","Rs.","3.8","Good","9ACD32","62","0","1","0","0"
"270","18346996","Cloud9 Sky Lounge and Cafe","https://www.zomato.com/varanasi/cloud9-sky-lounge-and-cafe-sigra?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","5th Floor, Roof Top, Opposite IP Mall, Sigra, Varanasi","Sigra","Varanasi","39","25.3165356173","82.9912916198","Sigra, Varanasi","Cafe, North Indian, Chinese","500","3","Rs.","3.9","Good","9ACD32","180","0","0","0","0"
"271","3900037","Pizza Hut","https://www.zomato.com/varanasi/pizza-hut-nadesar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Shop G 1-2, JHV Mall, The Mall Road, Nadesar, Varanasi","JHV Mall, Nadesar","Varanasi","39","25.3352745643","82.9783942178","JHV Mall, Nadesar, Varanasi","Italian, Pizza","700","3","Rs.","3.8","Good","9ACD32","417","0","1","0","0"
"272","3900258","Zaika","https://www.zomato.com/varanasi/zaika-bhelupur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","8-A, Ravindrapuri, Bhelupur, Varanasi","Bhelupur","Varanasi","39","25.2967892174","83.0021384731","Bhelupur, Varanasi","Mughlai","650","3","Rs.","2.8","Average","FFBA00","147","0","1","0","0"
"273","3900236","Haldi","https://www.zomato.com/varanasi/haldi-bhelupur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","B-27/88, J-3, lane -11, Ravindra Puri, Bhelupur, Varanasi, Lanka, Varanasi","Bhelupur","Varanasi","39","25.2917599608","83.0014652386","Bhelupur, Varanasi","Chinese, Continental, South Indian","500","3","Rs.","3.7","Good","9ACD32","194","0","1","0","0"
"274","18635920","Amantran","https://www.zomato.com/varanasi/amantran-sunderpur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Chittaipur Crossing, Sunderpur, Varanasi","Sunderpur","Varanasi","39","25.2713020000","82.9674820000","Sunderpur, Varanasi","Chinese, North Indian, Mughlai","800","3","Rs.","3.8","Good","9ACD32","75","0","0","0","0"
"275","18709745","Maharaja Veg & Nonveg Food","https://www.zomato.com/varanasi/maharaja-veg-nonveg-food-lanka?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Pandit Madan Mohan Malviya Road, Lal Bihari Market, BHU, Near Heritage Hospital, Lanka, Varanasi","Lanka","Varanasi","39","25.2798233187","83.0029132962","Lanka, Varanasi","North Indian","500","3","Rs.","3.8","Good","9ACD32","220","0","0","0","0"
"276","18602329","Perfect Food & Roll Corner","https://www.zomato.com/varanasi/perfect-food-roll-corner-sigra?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","big bazar compound, sigra, varanasi","Sigra","Varanasi","39","25.3170840000","82.9910580000","Sigra, Varanasi","Chinese, Rolls","300","2","Rs.","3.6","Good","9ACD32","141","0","1","0","0"
"277","18652699","Momo Time","https://www.zomato.com/varanasi/momo-time-nadesar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","S 10/268 A, Pandeypur Road, Hukulganj, Khajuri Colony, Nadesar, Varanasi","Nadesar","Varanasi","39","25.3410453115","82.9967438802","Nadesar, Varanasi","Tibetan, Momos","150","1","Rs.","4.2","Very Good","5BA829","94","0","1","0","0"
"278","18773579","Sajjan Goth","https://www.zomato.com/varanasi/sajjan-goth-mahmoorganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","D-63/6-B-1, Khushali Tower, Near Akashwani, Mahmoorganj, Varanasi","Mahmoorganj","Varanasi","39","25.3049733249","82.9794858769","Mahmoorganj, Varanasi","South Indian, Chinese, Continental","700","3","Rs.","3.9","Good","9ACD32","60","0","1","0","0"
"279","3900262","Tit Bit Cafe At Home","https://www.zomato.com/varanasi/tit-bit-cafe-at-home-lanka?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Swastik Plaza, Pandit Madan Mohan Malviya Road, Near Ravidas Gate, Near Lanka Thana, Lanka, Varanasi","Lanka","Varanasi","39","25.2813764370","83.0034490675","Lanka, Varanasi","North Indian, South Indian, Chinese","400","2","Rs.","4.0","Very Good","5BA829","144","0","1","0","0"
"280","18710081","Banaras Cafe & Family Restaurant","https://www.zomato.com/varanasi/banaras-cafe-family-restaurant-sunderpur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Rajendra Vihar Colony, Nevada, Sunderpur, Varanasi","Sunderpur","Varanasi","39","25.2835776898","82.9740007594","Sunderpur, Varanasi","North Indian, South Indian, Continental, Chinese","500","3","Rs.","3.0","Average","CDD614","71","0","1","0","0"
"281","3900001","Moti Mahal Delux","https://www.zomato.com/varanasi/moti-mahal-delux-sigra?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","3rd Floor, IP Mall, Sigra, Varanasi","Sigra","Varanasi","39","25.3167559533","82.9902254418","Sigra, Varanasi","North Indian, Mughlai, Chinese","1100","4","Rs.","3.7","Good","9ACD32","117","0","1","0","0"
"282","3900473","Bangs Restaurant","https://www.zomato.com/varanasi/bangs-restaurant-lanka?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","B-31/19, 2nd Floor, State bank of India Building, Bhu- Road, Lanka, Varanasi","Lanka","Varanasi","39","25.2800791920","83.0029384419","Lanka, Varanasi","Fast Food","550","3","Rs.","4.0","Very Good","5BA829","202","0","1","0","0"
"283","18789803","Tadka Restaurant","https://www.zomato.com/varanasi/tadka-restaurant-sigra?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","D 58/7-24, Bhagwandas Colony, Sigra, Varanasi","Sigra","Varanasi","39","25.3087070000","82.9915380000","Sigra, Varanasi","North Indian, South Indian, Continental, Chinese","250","2","Rs.","2.8","Average","FFBA00","86","0","1","0","0"
"284","18807549","Lotus - The Multi Cuisine Restaurant","https://www.zomato.com/varanasi/lotus-the-multi-cuisine-restaurant-sunderpur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Dlw Road, Bhu Road, Sunderpur, Varanasi","Sunderpur","Varanasi","39","25.2837462457","82.9720390588","Sunderpur, Varanasi","North Indian, Chinese","600","3","Rs.","3.8","Good","9ACD32","16","0","1","0","0"
"285","3900497","Western Street Cafè n Restaurant.","https://www.zomato.com/varanasi/western-street-cafè-n-restaurant-bhelupur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","B.27/35-8, Ravindrapuri Extention, Bhelupur, Varanasi","Bhelupur","Varanasi","39","25.2876769277","83.0015215650","Bhelupur, Varanasi","North Indian, Continental","500","3","Rs.","3.9","Good","9ACD32","118","0","1","0","0"
"286","18896060","Petal Of Love And Cake","https://www.zomato.com/varanasi/petal-of-love-and-cake-1-godaulia?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","B 21/62 Opposite Petrol Pump, Kamachha, Godaulia, Varanasi","Godaulia","Varanasi","39","25.3021870000","82.9868430000","Godaulia, Varanasi","Bakery, Desserts, Beverages","200","1","Rs.","4.0","Very Good","5BA829","39","0","1","0","0"
"287","18599825","Shree Shivay","https://www.zomato.com/varanasi/shree-shivay-nadesar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","S-1/118-6-1-P, Ground Floor, Chuppeypur, Opposite Central Jail, Near Sunbeam Varuna School Shivpur, Varanasi","Nadesar","Varanasi","39","25.3498593813","82.9660875723","Nadesar, Varanasi","North Indian","800","3","Rs.","4.0","Very Good","5BA829","102","0","1","0","0"
"288","3900033","Ksheer Sagar","https://www.zomato.com/varanasi/ksheer-sagar-dashaswmedh-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","B-15/42, Sonapur Road, Dashaswmedh Road, Varanasi","Dashaswmedh Road","Varanasi","39","25.2999313738","83.0046848953","Dashaswmedh Road, Varanasi","Desserts","500","3","Rs.","4.1","Very Good","5BA829","120","0","0","0","0"
"289","18824082","Saharsa Restaurant","https://www.zomato.com/varanasi/saharsa-restaurant-lanka?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Opposite BHU Gate, Saket Nagar Colony, Lanka, Varanasi","Lanka","Varanasi","39","25.2781019201","83.0022410676","Lanka, Varanasi","North Indian, Chinese","400","2","Rs.","4.0","Very Good","5BA829","73","0","1","0","0"
"290","18787962","Cafe de Coop","https://www.zomato.com/varanasi/cafe-de-coop-2-lanka?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","B 31/13 K, Malviya Kunj, Lanka, Varanasi","Lanka","Varanasi","39","25.2790177993","83.0018565059","Lanka, Varanasi","Fast Food","500","3","Rs.","4.0","Very Good","5BA829","122","0","1","0","0"
"291","18871288","Food Mohalla","https://www.zomato.com/varanasi/food-mohalla-bhelupur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","B-27/95 & B27/95-1, Near Katta Baba Mandir, Durgakund Road, Bhelupur, Varanasi","Bhelupur","Varanasi","39","25.2946490000","83.0001530000","Bhelupur, Varanasi","North Indian, Fast Food","600","3","Rs.","3.8","Good","9ACD32","27","0","1","0","0"
"292","18904588","KBC- Kabab Biryani & Curries","https://www.zomato.com/varanasi/kbc-kabab-biryani-curries-sigra?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Badshah Bag Colony, Fatman Road, Sigra, Varanasi","Sigra","Varanasi","39","25.3216950000","82.9911800000","Sigra, Varanasi","North Indian, Roast Chicken, Biryani","300","2","Rs.","4.0","Very Good","5BA829","93","0","1","0","0"
"293","18652910","Crystal Food Mania","https://www.zomato.com/varanasi/crystal-food-mania-sunderpur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Below Red Bull Gym, Newada, Sunderpur, Varanasi","Sunderpur","Varanasi","39","25.2831359873","82.9794389382","Sunderpur, Varanasi","Chinese, North Indian, Fast Food","400","2","Rs.","3.3","Average","CDD614","86","0","1","0","0"
"294","18608274","Grill Inn","https://www.zomato.com/varanasi/grill-inn-bhelupur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","B27/92-8, Peace Point Road, Jawahar Nagar Colony, Bhelupur, Varanasi","Bhelupur","Varanasi","39","25.2957407024","83.0010615662","Bhelupur, Varanasi","Fast Food, Sandwich","400","2","Rs.","3.7","Good","9ACD32","165","0","1","0","0"
"295","18709724","The Cafe Club","https://www.zomato.com/varanasi/the-cafe-club-sigra?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","1, Kamla Nagar, Vidhayapith Road, Behind Sigra Thana, Sigra, Varanasi","Sigra","Varanasi","39","25.3186231863","82.9902190715","Sigra, Varanasi","Chinese, Sandwich, Italian","400","2","Rs.","3.9","Good","9ACD32","76","0","1","0","0"
"296","18790353","Al-Baike","https://www.zomato.com/varanasi/al-baike-nadesar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Raja Bazar, Opposite ICICI Bank, Nadesar, Varanasi","Nadesar","Varanasi","39","25.3333240000","82.9888133000","Nadesar, Varanasi","North Indian, Kebab","400","2","Rs.","4.2","Very Good","5BA829","221","0","1","0","0"
"297","18941810","009 Restaurant","https://www.zomato.com/varanasi/009-restaurant-sunderpur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Chitaipur Road, Karaundi, Sunderpur, Varanasi","Sunderpur","Varanasi","39","25.2735873013","82.9792987928","Sunderpur, Varanasi","Fast Food, North Indian, Chinese","500","3","Rs.","3.6","Good","9ACD32","36","0","1","0","0"
"298","18824125","Mitra Da Dhaba","https://www.zomato.com/varanasi/mitra-da-dhaba-shastri-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Opp. Sigra Stadium, Sigra Chauraha Road, Shastri Nagar, Varanasi","Shastri Nagar","Varanasi","39","25.3150780000","82.9890070000","Shastri Nagar, Varanasi","North Indian, Mughlai","200","1","Rs.","4.0","Very Good","5BA829","104","0","1","0","0"
"299","18788817","Basant Bahar Delight","https://www.zomato.com/varanasi/basant-bahar-delight-chetganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","C7/285, Shanti Tower, Ramakanth Nagar, Chetganj, Varanasi","Chetganj","Varanasi","39","25.3197358000","83.0010277000","Chetganj, Varanasi","Beverages, Fast Food, Desserts, Italian","300","2","Rs.","4.1","Very Good","5BA829","58","0","1","0","0"
"300","3900091","Sri Naivedyam","https://www.zomato.com/varanasi/sri-naivedyam-mahmoorganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Shanker Apartment, Near Mahmoorganj Crossing, Mahmoorganj, Varanasi","Mahmoorganj","Varanasi","39","25.3063924535","82.9818475619","Mahmoorganj, Varanasi","North Indian, South Indian","500","3","Rs.","3.1","Average","CDD614","94","0","1","0","0"
"301","800468","Tunday Kababi","https://www.zomato.com/lucknow/tunday-kababi-2-aminabad?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","No:168/6, Naaz Cinema Road, Khayali Ganj, Aminabad, Lucknow, Uttar Pradesh 226018","Aminabad","Lucknow","8","26.8483496878","80.9274075553","Aminabad, Lucknow","Mughlai, Lucknowi","300","1","Rs.","4.8","Excellent","3F7E00","3535","0","0","0","0"
"302","800098","Tunday Kababi","https://www.zomato.com/lucknow/tunday-kababi-aliganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Vivek Complex, Kapoorthala, Aliganj, Lucknow","Aliganj","Lucknow","8","26.8816289508","80.9469223022","Aliganj, Lucknow","Mughlai, Lucknowi","300","1","Rs.","4.2","Very Good","5BA829","777","0","0","0","0"
"303","800151","The Mughal's Dastarkhwan","https://www.zomato.com/lucknow/the-mughals-dastarkhwan-lalbagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","29, BN Road, Near Royal Hotel Crossing, Lalbagh, Lucknow","Lalbagh","Lucknow","8","26.8441877454","80.9402995929","Lalbagh, Lucknow","North Indian, Mughlai, Lucknowi, Chinese","800","3","Rs.","4.5","Excellent","3F7E00","845","0","1","0","0"
"304","800279","Grandson of Tunday Kababi","https://www.zomato.com/lucknow/grandson-of-tunday-kababi-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Food Court, 4th Floor, Sahara Ganj Mall, Shahnajaf Road, Hazratganj, Lucknow","Sahara Ganj Mall, Hazratganj","Lucknow","8","26.8552535140","80.9460824355","Sahara Ganj Mall, Hazratganj, Lucknow","Mughlai, Lucknowi","400","2","Rs.","4.0","Very Good","5BA829","356","0","1","0","0"
"305","800655","The Kebab Express","https://www.zomato.com/lucknow/the-kebab-express-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Carlton Hotel, Rana Pratap Marg, Behind Sahara Ganj Mall,  Lucknow, Uttar Pradesh","Hazratganj","Lucknow","8","26.8563955362","80.9475023299","Hazratganj, Lucknow","Lucknowi, Street Food","500","2","Rs.","3.8","Good","9ACD32","384","0","1","0","0"
"306","800533","Cassiia","https://www.zomato.com/lucknow/cassiia-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","L.G.F, Rohtas K's Trident, Rana Pratap Marg, Hazratganj, Lucknow","Hazratganj","Lucknow","8","26.8521881236","80.9532368928","Hazratganj, Lucknow","North Indian, Lucknowi, Chinese, Asian, Thai","1500","4","Rs.","4.0","Very Good","5BA829","464","0","0","0","0"
"307","800544","Falak Numa Restaurant - Hotel Clarks Avadh","https://www.zomato.com/lucknow/falak-numa-restaurant-hotel-clarks-avadh-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Hotel Clarks Avadh, 8, M.G. Marg, Hazratganj, Lucknow","Hotel Clarks Avadh, Hazratganj","Lucknow","8","26.8565364187","80.9349167347","Hotel Clarks Avadh, Hazratganj, Lucknow","North Indian, Lucknowi","1600","4","Rs.","4.0","Very Good","5BA829","357","0","0","0","0"
"308","800070","Naushijaan","https://www.zomato.com/lucknow/naushijaan-lalbagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Tulsi Theatre Complex, Lalbagh, Lucknow","Lalbagh","Lucknow","8","26.8523613168","80.9365206957","Lalbagh, Lucknow","North Indian, Lucknowi, Mughlai","600","2","Rs.","4.0","Very Good","5BA829","465","0","1","0","0"
"309","800527","Oudhyana - Taj Mahal","https://www.zomato.com/lucknow/oudhyana-taj-mahal-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Vipin Khand, Gomti Nagar, Lucknow","Taj Mahal, Lucknow","Lucknow","8","26.8517196930","80.9732173383","Taj Mahal, Lucknow, Lucknow","Mughlai, Lucknowi","2800","4","Rs.","4.5","Excellent","3F7E00","504","0","0","0","1"
"310","800301","Aadab-e-Dastarkhwan","https://www.zomato.com/lucknow/aadab-e-dastarkhwan-indira-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Basement, Umrao Plaza, Indira Nagar, Lucknow","Indira Nagar","Lucknow","8","26.8723634956","80.9807335585","Indira Nagar, Lucknow","Mughlai, Lucknowi, North Indian","600","2","Rs.","4.1","Very Good","5BA829","503","0","1","0","0"
"311","801511","Grandson Of Tunday Kababi","https://www.zomato.com/lucknow/grandson-of-tunday-kababi-khurram-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Shop No. 3, Star Plaza, Picnic Spot Road, Near Petrol Pump, Khurram Nagar, Lucknow","Khurram Nagar","Lucknow","8","26.8857874225","80.9627490118","Khurram Nagar, Lucknow","Mughlai, Lucknowi","400","2","Rs.","3.9","Good","9ACD32","304","0","1","0","0"
"312","800276","Grandson of Tunday Kababi","https://www.zomato.com/lucknow/grandson-of-tunday-kababi-chowk?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","LDA Colony, Near Akbari Gate, Purani Chungi, Sector C1, Chowk, Lucknow","Chowk","Lucknow","8","26.8606970097","80.9065087885","Chowk, Lucknow","Mughlai, Lucknowi","300","1","Rs.","4.6","Excellent","3F7E00","618","0","0","0","0"
"313","800197","Sakhawat Restaurant","https://www.zomato.com/lucknow/sakhawat-restaurant-kaiserbagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","2, Behind Oudh Gymkhana Club, Kaiserbagh, Lucknow","Kaiserbagh","Lucknow","8","26.8524244320","80.9340460226","Kaiserbagh, Lucknow","Lucknowi","600","2","Rs.","3.8","Good","9ACD32","236","0","1","0","0"
"314","18652079","Taste of India","https://www.zomato.com/lucknow/taste-of-india-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Parivartan Chowk, MG Road, Hazratganj, Lucknow","Hazratganj","Lucknow","8","26.8548452189","80.9363785386","Hazratganj, Lucknow","North Indian, Lucknowi, Mughlai, Momos","600","2","Rs.","3.9","Good","9ACD32","158","0","1","0","0"
"315","18819939","Chawlas 2","https://www.zomato.com/lucknow/chawlas-2-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","2/21, Vinay Khand, Gomti Nagar, Lucknow","Gomti Nagar","Lucknow","8","26.8518010553","81.0071486235","Gomti Nagar, Lucknow","Biryani, Chinese, Lucknowi, North Indian, Mughlai","800","3","Rs.","3.9","Good","9ACD32","114","0","1","1","1"
"316","801678","Azrak - Lebua Lucknow","https://www.zomato.com/lucknow/azrak-lebua-lucknow-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Lebua Lucknow, Saraca Estate, 19, Mall Avenue, Hazratganj, Lucknow","lebua Lucknow","Lucknow","8","26.8585156348","80.9622005001","lebua Lucknow, Lucknow","North Indian, Hyderabadi, Awadhi","1600","4","Rs.","4.2","Very Good","5BA829","178","0","0","0","0"
"317","18159999","Sky Bar - Renaissance Lucknow Hotel","https://www.zomato.com/lucknow/sky-bar-renaissance-lucknow-hotel-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Renaissance Lucknow Hotel, 16th Floor, Vipin Khand, Gomti Nagar, Lucknow","Renaissance Lucknow Hotel","Lucknow","8","26.8525449790","80.9731187671","Renaissance Lucknow Hotel, Lucknow","Finger Food, Continental","2200","4","Rs.","4.0","Very Good","5BA829","361","0","0","0","0"
"318","801384","L 14 - Renaissance Lucknow Hotel","https://www.zomato.com/lucknow/l-14-renaissance-lucknow-hotel-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","14th Floor, Renaissance Lucknow Hotel, Vipin Khand, Gomti Nagar, Lucknow","Renaissance Lucknow Hotel","Lucknow","8","26.8525449790","80.9731207788","Renaissance Lucknow Hotel, Lucknow","North Indian, Continental, South Indian, Asian","1500","4","Rs.","4.4","Very Good","5BA829","490","0","0","0","0"
"319","18685540","Lucknowi","https://www.zomato.com/lucknow/lucknowi-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Food Court, Saharaganj Mall, Hazratganj, Lucknow","Hazratganj","Lucknow","8","26.8554787488","80.9457377717","Hazratganj, Lucknow","Lucknowi","600","2","Rs.","3.3","Average","CDD614","37","0","1","0","0"
"320","800466","Sharma Ji Ki Chai","https://www.zomato.com/lucknow/sharma-ji-ki-chai-lalbagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","34, TN Road, Lalbagh, Lucknow","Lalbagh","Lucknow","8","26.8476948793","80.9407374635","Lalbagh, Lucknow","Street Food","50","1","Rs.","4.9","Excellent","3F7E00","864","0","1","0","0"
"321","801594","Sepia - Renaissance Lucknow Hotel","https://www.zomato.com/lucknow/sepia-renaissance-lucknow-hotel-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Renaissance Lucknow Hotel, Vipin Khand, Gomti Nagar, Lucknow","Renaissance Lucknow Hotel","Lucknow","8","26.8532503111","80.9734879062","Renaissance Lucknow Hotel, Lucknow","Awadhi","1500","4","Rs.","4.2","Very Good","5BA829","197","0","0","0","0"
"322","800483","Dastarkhwan","https://www.zomato.com/lucknow/dastarkhwan-1-kaiserbagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1","Wala Qadar Road, DM Compound Colony, Kaiserbagh Officer's Colony, Kaiserbagh, Lucknow","Kaiserbagh","Lucknow","8","26.8525909000","80.9368054000","Kaiserbagh, Lucknow","Mughlai","600","2","Rs.","4.7","Excellent","3F7E00","2083","0","1","0","0"
